站代號,類別,站名,縣市,鄉鎮區,地址,電話,服務中心,營業中,國道高速公路,無鉛92,無鉛95,無鉛98,酒精汽油,煤油,超柴,會員卡,刷卡自助,自助柴油站,電子發票,悠遊卡,一卡通,HappyCash,經度,緯度,營業時間,洗車類別,etag儲值時間,保養間時間
GG6212A72,加盟站,南北通,苗栗縣,通霄鎮,內湖里12鄰烏眉路226號,(037)765656,D422E,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.701093,24.496192000000000,00:00-24:00,,,
GG6212A73,加盟站,山隆銅鑼,苗栗縣,銅鑼鄉,樟樹村8鄰竹圍35-1號,(037)986855,D422E,TRUE,0,1,1,0,0,0,1,0,1,0,1,0,0,0,120.779444,24.448675000000000,07:00-19:00,,,
GG6212A76,加盟站,百盛,苗栗縣,頭份市,後庄里7鄰光華北路5號,(037)630088,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.888974,24.694353,00:00-24:00,,,
GG6212A77,加盟站,泰山,苗栗縣,後龍鎮,灣寶里8鄰百三151-8號,(037)430385,D422E,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.80927700000000,24.64256,06:00-20:00,,,
GG6212A79,加盟站,易鋐,苗栗縣,苑裡鎮,山柑里9鄰山柑93號,(037)743500,D422E,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.66503400000000,24.401522,00:00-24:00,,,
GG6212A80,加盟站,竹苗,苗栗縣,竹南鎮,頂埔里12鄰中華路378號,(037)672288,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.921424,24.715052,00:00-24:00,,,
GG6212A81,加盟站,斗煥和昌,苗栗縣,頭份市,斗煥里003鄰中正二路72號,(037)672960,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.942503,24.681735,06:00-22:00,,,
GG6212A83,加盟站,進泰,苗栗縣,造橋鄉,談文村11鄰仁愛路18-1號,(037)633671,D422E,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.860367,24.656881000000000,07:00-20:00,,,
GG6212A84,加盟站,舘南,苗栗縣,公館鄉,館南村館南253-1號,(037)234338,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.82828500000000,24.496411000000000,06:30-22:00,,,
GG6212A85,加盟站,車亭頭份,苗栗縣,頭份市,土牛里001鄰中正北路169號,(037)690611,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.924865,24.689146000000000,00:00-24:00,,,
GG6212A86,加盟站,台莊苗栗,苗栗縣,苗栗市,福安里26鄰經國路4段1083號,(037)269448,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.82462200000000,24.593347000000000,00:00-24:00,,,
GG6212A88,加盟站,苗交,苗栗縣,公館鄉,五谷村五谷76-1號1樓,(037)226399,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.819185,24.528153,00:00-24:00,,,
GG6212A89,加盟站,車亭竹南,苗栗縣,竹南鎮,海口里海口366號,(037)472906,D422E,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.854896,24.672384000000000,00:00-24:00,,,
GG6212A90,加盟站,申昌,苗栗縣,通霄鎮,白東里013鄰白東93-3號,(037)792165,D422E,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.712756,24.569818000000000,07:00-21:00,,,
GG6212A91,加盟站,車亭竹南二,苗栗縣,竹南鎮,港墘里明勝路762號,(037)468225,D422E,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.85448,24.672137000000000,00:00-24:00,,,
GG6212A93,加盟站,國利,苗栗縣,竹南鎮,012鄰博愛街869號,(037)484636,D422E,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.860846,24.693316000000000,06:30-22:30,,,
GG6212A94,加盟站,興昌,苗栗縣,竹南鎮,山佳里001鄰公義路485號,(037)612361,D422E,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.88830800000000,24.704463000000000,07:00-22:00,,,
GG6212A95,加盟站,山隆文山,苗栗縣,苗栗市,文山里003鄰至公路596-1號,(037)363901,D422E,TRUE,0,1,1,0,0,0,1,0,1,0,1,0,0,0,120.810241,24.567054000000000,06:00-22:00,,,
GG6212A96,加盟站,玉泉村,苗栗縣,公館鄉,玉泉村8鄰玉泉211-3號,(037)233897,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.825242,24.511876000000000,06:00-22:00,,,
GG6212A97,加盟站,亮漢白沙屯,苗栗縣,通霄鎮,內島里中山路128號,(037)793350,D422E,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.705201,24.556942000000000,06:00-22:00,,,
GG6212A98,加盟站,奕榮頭份,苗栗縣,頭份市,蘆竹里001鄰永貞路一段22號,(037)636688,D422E,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.883,24.671968,06:30-22:30,,,
GG6212A99,加盟站,奕榮苗栗,苗栗縣,苗栗市,恭敬里12鄰華岡80號,(037)352288,D422E,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.8139998,24.546119600000000,06:30-22:30,,,
HH6212A02,加盟站,正成,新竹縣,竹北市,中華路1301號,(03)5551118,D4216,TRUE,0,1,1,0,0,0,1,1,1,0,1,0,0,0,120.99540500000000,24.858865000000000,06:30-22:30,,,
HH6212A04,加盟站,枋寮,新竹縣,新埔鎮,下寮里11鄰義民路三段426巷7號,(03)5888262,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.034316,24.843873000000000,06:30-22:00,,,
HH6212A10,加盟站,良奇,新竹縣,竹東鎮,三重里中興路一段109號,(03)5942727,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.074575,24.753042000000000,06:30-22:30,,,
HH6212A15,加盟站,公園,新竹市,東區,光復路二段585號,(03)5610079,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.97988700000000,24.803159000000000,00:00-24:00,,,
HH6212A16,加盟站,大橋,新竹市,東區,水源里中華路一段31號,(03)5312536,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.995392,24.818435000000000,00:00-24:00,,,
HH6212A17,加盟站,民弘,新竹市,東區,自由路65號,(03)5312866,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.980829,24.812655000000000,00:00-24:00,,,
HH6212A18,加盟站,百祥,新竹市,香山區,香山里12鄰中華路5段111號,(03)5387876,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.92631,24.787003000000000,00:00-24:00,,,
HH6212A19,加盟站,新關,新竹縣,新埔鎮,文山里8鄰文山路亞東段871號,(03)5892224,D4216,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,121.047815,24.827372,06:30-21:30,,,
HH6212A20,加盟站,北海,新竹縣,湖口鄉,鳳凰村光華路650號,(03)5985001,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.023004,24.87576,00:00-24:00,,,
HH6212A24,加盟站,佑順,新竹縣,竹北市,中華路1號,(03)5517818,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.997184,24.825788000000000,00:00-24:00,,,
HH6212A30,加盟站,十興,新竹縣,竹北市,十興里4鄰東興路一段290號,(03)5502600,D4216,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,121.03272200000000,24.81664,06:30-21:30,,,
HH6212A32,加盟站,和興,新竹縣,湖口鄉,東興村3鄰中山路三段126號,(03)5902056,D4216,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,121.050804,24.910646,07:00-21:30,,,
HH6212A33,加盟站,竹林,新竹縣,芎林鄉,文林村12鄰富林路二段738號,(03)5925448,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.085677,24.764381,06:30-22:30,,,
HH6212A34,加盟站,員山,新竹縣,竹東鎮,員山里員山路428號,(03)5827583,D4216,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,121.048626,24.784361000000000,06:30-21:30,,,
HH6212A35,加盟站,鳳崎,新竹縣,湖口鄉,鳳山村2鄰三民南路121號,(03)5981233,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.996674,24.865717,06:30-22:00,,,
HH6212A36,加盟站,君朋,新竹縣,湖口鄉,中勢村2鄰中平路一段280號,(03)5995668,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.05766300000000,24.898844,06:30-22:00,,,
HH6212A37,加盟站,山崎,新竹縣,新豐鄉,員山村7鄰建興路1段196之13號,(03)5594919,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.998571,24.870801,07:00-22:00,,,
HH6212A38,加盟站,昌益,新竹市,北區,經國路二段293號,(03)5312358,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.96104200000000,24.809554000000000,06:30-22:00,,,
HH6212A39,加盟站,廣源,新竹縣,芎林鄉,上山村13鄰富林路三段147號,(03)5923038,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.076752,24.77084,00:00-24:00,,,
HH6212A42,加盟站,民德,新竹縣,竹北市,大義里8鄰長青路2段96號,(03)5562861,D4216,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.961732,24.856229000000000,07:00-20:00,,,
HH6212A44,加盟站,中社,新竹縣,竹北市,新社里32鄰中正西路447號,(03)5533212,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.99408100000000,24.842989000000000,06:00-22:00,,,
HH6212A45,加盟站,協榮,新竹縣,竹北市,西濱路2段508號,(03)5561499,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.954949,24.873589000000000,06:30-22:30,,,
HH6212A48,加盟站,辰鴻,新竹縣,寶山鄉,大崎村10鄰園區三路3號,(03)5772912,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.00981900000000,24.772097000000000,06:30-22:00,,,
HH6212A54,加盟站,東元,新竹縣,竹北市,十興里1鄰東興路一段519號,(03)5504360,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.04326400000000,24.811021,06:30-22:30,,,
HH6212A55,加盟站,北基工研院,新竹縣,竹東鎮,頭重里4鄰中興路4段491號,(03)5831515,D4216,TRUE,0,1,1,0,0,0,1,0,1,0,1,0,0,0,121.04171600000000,24.778438000000000,07:00-23:00,,,
HH6212A58,加盟站,信政,新竹縣,芎林鄉,文林村14鄰富林路2段113號,(03)5928151,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.095145,24.752199000000000,00:00-24:00,,,
HH6212A59,加盟站,明湖,新竹市,東區,明湖里明湖路1036號,(03)5200235,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.97841200000000,24.767987000000000,06:30-22:00,,,
HH6212A60,加盟站,正塘,新竹市,北區,港北里西濱路一段45號,(03)5366523,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.92719,24.827236000000000,00:00-24:00,,,
HH6212A61,加盟站,聖豐,新竹縣,湖口鄉,波羅村光華路433號,(03)5986716,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.018131,24.875187,00:00-24:00,,,
HH6212A65,加盟站,正晟,新竹縣,芎林鄉,上山村13鄰文明路61號,(03)5928518,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.071923,24.774566,06:30-22:00,,,
HH6212A68,加盟站,永富,新竹市,北區,境福里中正路620號(每週日晚間11時至每週一上午7時休息),(03)5330892,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.955647,24.818139000000000,00:00-24:00,,,
HH6212A69,加盟站,北新,新竹縣,新埔鎮,文山里11鄰亞東段1020號,(03)5889630,D4216,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,121.04933800000000,24.827285,07:00-21:00,,,
HH6212A71,加盟站,日清,新竹縣,竹北市,東海里1鄰東興路二段896號,(03)5507669,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.06425,24.787952000000000,07:00-23:00,,,
HH6212A72,加盟站,北海第二,新竹縣,湖口鄉,波羅村8鄰光華路422號,(03)5986110,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.017081,24.874337000000000,06:30-22:00,,,
HH6212A77,加盟站,五分埔,新竹縣,新埔鎮,五埔里新關路五埔段938號,(03)5885089,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.0959812,24.821224600000000,06:00-22:00,,,
HH6212A79,加盟站,好客,新竹縣,芎林鄉,上山村13鄰富林路3段360號,(03)5928981,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.07377200000000,24.775377000000000,00:00-24:00,,,
HH6212A83,加盟站,長順,新竹縣,竹北市,東興路2段316號（週日不營業）,(03)5508571,D4216,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,121.054614,24.797364000000000,07:00-19:00,,,
HH6212A84,加盟站,新昀,新竹縣,關西鎮,南新里13鄰新城57之1號,(03)5170058,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.17231,24.754918,06:00-22:00,,,
HH6212A89,加盟站,青雲,新竹市,東區,關東路171號,(03)5783777,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.01993,24.789340000000000,06:30-23:00,,,
HH6212A90,加盟站,長隆,新竹市,北區,士林里東大路二段657號,(03)5327739,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.95779400000000,24.823889000000000,06:30-22:30,,,
HH6212A91,加盟站,長源,新竹縣,新埔鎮,下寮里18鄰義民路3段799號,(03)5896268,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.024395,24.848317000000000,06:30-23:00,,,
HH6212A92,加盟站,昇冠,新竹市,北區,水田里經國路二段1號,(03)5348887,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.96746900000000,24.813649000000000,00:00-24:00,,,
HH6212A93,加盟站,新崎,新竹縣,湖口鄉,信義村13鄰中山路一段391號,(03)6993085,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.041568,24.891161,00:00-24:00,,,
HH6212A94,加盟站,六家,新竹縣,竹北市,竹北市鹿場里26鄰自強南路350號,(03)5509791,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.023116,24.813467000000000,00:00-24:00,,,
HH6212B03,加盟站,正新,新竹縣,關西鎮,仁安里6鄰牛欄河63之5號,(03)5873103,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,121.199383,24.811924000000000,06:30-22:30,,,
HH6212B07,加盟站,尚隆,新竹市,北區,海濱里15鄰天府路二段51號,(03)5365678,D4216,TRUE,0,1,1,1,0,0,1,1,1,1,1,0,0,0,120.929287,24.839504000000000,00:00-24:00,,,
HH6212B08,加盟站,新慰,新竹縣,湖口鄉,波羅村6鄰新興路780號,(03)5905772,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.011208,24.882922000000000,00:00-24:00,,,
HH6212B09,加盟站,茄苳,新竹市,香山區,茄苳里8鄰五福路二段900號,(03)5202858,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.954221,24.754494000000000,00:00-24:00,,,
HH6212B11,加盟站,佳隆,新竹市,東區,前溪里3鄰公道五路三段708號,(03)5353597,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.980971,24.821529000000000,06:30-22:30,,,
HH6212B15,加盟站,昌隆,新竹市,東區,前溪里公道五路三段669號,(03)5353556,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.98071300000000,24.821192,00:00-24:00,,,
HH6212B16,加盟站,台大,新竹縣,竹北市,十興里22鄰自強北路153號,(03)5504424,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.032578,24.82526,00:00-24:00,,,
HH6212B18,加盟站,建岑,新竹縣,峨眉鄉,峨眉村1鄰峨眉8-9號,(03)5809319,D4216,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,121.02202700000000,24.686498,06:30-20:30,,,
HH6212B19,加盟站,北方,新竹縣,湖口鄉,鳳山村14鄰勝利路二段284號,(03)5981539,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.01973,24.857379000000000,06:00-22:00,,,
HH6212B21,加盟站,大新竹,新竹市,東區,水源里20鄰中華路一段9號,(03)5351687,D4216,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.995738,24.818978000000000,06:30-18:00,,,
HH6212B25,加盟站,順興,新竹縣,湖口鄉,湖南村12鄰八德路一段396號,(03)5693991,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.036984,24.880015,07:00-21:00,,,
HH6212B26,加盟站,竹科,新竹縣,寶山鄉,大崎村9鄰大雅路2段147號,(03)6668111,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.005453,24.759692000000000,07:00-22:30,,,
HH6212B27,加盟站,公道五,新竹市,東區,豐功里5鄰公道五路二段228號,(03)5166338,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.002419,24.801041000000000,00:00-24:00,,,
HH6212B28,加盟站,車容坊北興路,新竹縣,竹東鎮,東林路178號,(03)5100875,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,121.09428700000000,24.737643000000000,00:00-24:00,,,
HH6212B29,加盟站,昇隆,新竹縣,竹北市,中正西路695號,(03)5535656,D4216,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.985269,24.840863000000000,00:00-24:00,,,
II6212A02,加盟站,永美,雲林縣,虎尾鎮,延平里三鄰中南58號,(05)6327947,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.40920200000000,23.684667000000000,00:00-24:00,,,
II6212A04,加盟站,新民路,嘉義市,西區,新民路906號,(05)2230819,D4316,TRUE,0,1,1,1,0,0,0,1,0,0,1,0,0,0,120.43992,23.475378000000000,07:00-21:00,,,
II6212A05,加盟站,淺山東原,台南市,東山區,東原里瓦厝子4-2號,(06)6862074,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.447799,23.269485,06:00-20:00,,,
II6212A16,加盟站,南新,嘉義縣,太保市,南新里中山路一段97號,(05)2379628,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.386296,23.496084,00:00-24:00,,,
II6212A25,加盟站,東庄,雲林縣,元長鄉,下寮村東興路56號,(05)7861611,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.334423,23.619786000000000,06:00-22:00,,,
II6212A26,加盟站,嘉林,嘉義縣,大林鎮,橋子頭路1-15號,(05)2658143,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.468585,23.627835000000000,07:00-21:00,,,
II6212A34,加盟站,永光,雲林縣,古坑鄉,永昌村光興路106號,(05)5825522,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.54930900000000,23.627638000000000,06:00-20:00,,,
II6212A39,加盟站,南壇,嘉義縣,新港鄉,共和村6鄰頂菜園13-6號,(05)7812731,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,0,0,0,0,120.322969,23.560491000000000,00:00-24:00,,,
II6212A41,加盟站,中莊,嘉義縣,水上鄉,中庄村1鄰131號,(05)2892020,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.452524,23.266292,07:00-20:00,,,
II6212A44,加盟站,公準,雲林縣,大埤鄉,延平路3段12號,(05)5916636,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.47366,23.660489000000000,06:00-22:30,,,
II6212A50,加盟站,一品,嘉義縣,朴子市,竹村里鴨母寮14-16號,(05)3692726,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.246861,23.434266000000000,00:00-24:00,,,
II6212A57,加盟站,輝達,嘉義縣,中埔鄉,中山路五段271號,(05)2391483,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.474858,23.452018000000000,06:20-21:30,,,
II6212A65,加盟站,國濱,雲林縣,北港鎮,民樂路465號,(05)7822349,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.288633,23.586599,06:00-20:00,,,
II6212A67,加盟站,沿海,雲林縣,口湖鄉,崙東村中山路2號,(05)7992675,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.16298500000000,23.610148000000000,00:00-24:00,,,
II6212A73,加盟站,東興,雲林縣,東勢鄉,東勢西路268號,(05)6991599,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.24822900000000,23.680250000000000,06:00-22:00,,,
II6212A76,加盟站,民生,嘉義市,西區,新民路30號,(05)2854046,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,0,0,0,0,120.432301,23.452312000000000,00:00-24:00,,,
II6212A78,加盟站,泰鋒(朴子),嘉義縣,朴子市,竹圍里14鄰文化南路168號,(05)3702929,D4316,TRUE,0,1,1,1,0,0,1,1,1,0,1,0,0,0,120.241001,23.457239000000000,00:00-24:00,,,
II6212A80,加盟站,大新營,台南市,新營區,復興路299號,(06)6566878,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.302257,23.304211000000000,06:30-22:30,,,
II6212A84,加盟站,新生路,嘉義市,東區,新生路702號,(05)2778220,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.45608300000000,23.495458000000000,00:00-24:00,,,
II6212A87,加盟站,台大,台南市,新營區,長榮路二段1098號,(06)6565000,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.29388900000000,23.308471000000000,00:00-24:00,,,
II6212A88,加盟站,車城,雲林縣,西螺鎮,振興路52-2號,(05)5873838,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.468132,23.790575,00:00-24:00,,,
II6212A92,加盟站,日祥,雲林縣,麥寮鄉,麥豐村西濱路二段453號,(05)6936301,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.258314,23.741569000000000,00:00-24:00,,,
II6212A95,加盟站,台糖祥和,嘉義縣,太保市,嘉朴東路一段21號,(05)3623706,D4316,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.293148,23.460766,06:30-22:30,,,
II6212A97,加盟站,旭峰,雲林縣,北港鎮,草湖里東湖路57-9號,(05)7730160,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.30470700000000,23.599351000000000,06:00-21:00,,,
II6212A98,加盟站,台糖頂六,嘉義縣,中埔鄉,金蘭村頂山門21號,(05)2309136,D4316,TRUE,0,1,1,0,0,0,1,0,0,0,1,0,0,0,120.495268,23.445085000000000,06:30-21:30,,,
II6212A99,加盟站,信吉,雲林縣,元長鄉,後湖村8鄰溪底1-100號,(05)7885133,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.32055700000000,23.684725,06:00-23:00,,,
II6212B05,加盟站,台糖人生,嘉義縣,鹿草鄉,豐稠村馬稠後農場10號,(05)3621933,D4316,TRUE,0,1,1,0,0,0,1,0,0,0,1,0,0,0,120.276196,23.438236,06:30-21:30,,,
II6212B07,加盟站,台糖大樓,嘉義縣,民雄鄉,北斗村北勢子三之27號,(05)2202922,D4316,TRUE,0,1,1,0,0,0,1,0,0,0,1,0,0,0,120.46111000000000,23.530131000000000,06:30-21:30,,,
II6212B08,加盟站,台糖惠生,嘉義縣,東石鄉,圍潭村雙連潭59之3號,(05)3704932,D4316,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.198509,23.459979000000000,06:30-21:30,,,
II6212B09,加盟站,新埤,嘉義縣,太保市,舊埤里新埤7之21號,(05)3612407,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.34074,23.492564000000000,06:30-21:00,,,
II6212B11,加盟站,台糖柳林,嘉義縣,水上鄉,柳鄉村柳子林180號,(05)2687532,D4316,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.419286,23.440982000000000,06:30-21:30,,,
II6212B15,加盟站,協同,嘉義縣,民雄鄉,興南村建國路3段265號,(05)2130527,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.438209,23.528262000000000,00:00-24:00,,,
II6212B19,加盟站,三第,雲林縣,土庫鎮,越港里林森路86號,(05)6621100,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.39175,23.671045000000000,06:00-22:00,,,
II6212B20,加盟站,台糖公館,嘉義縣,中埔鄉,和興村中華路499號,(05)2303129,D4316,TRUE,0,1,1,1,0,0,1,0,1,0,1,0,0,0,120.45603800000000,23.443729000000000,06:30-21:30,,,
II6212B21,加盟站,興達,嘉義市,西區,竹圍里建國路95號,(05)2345298,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.43580900000000,23.485497000000000,06:30-23:00,,,
II6212B24,加盟站,佳宜,嘉義縣,水上鄉,下寮村中山路三段37號,(05)2863178,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.412502,23.450547,06:30-22:30,,,
II6212B29,加盟站,台糖樹安,台南市,後壁區,長安里中寮29-30號,(06)6353862,D4316,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.35453800000000,23.332562000000000,06:20-21:30,,,
II6212B34,加盟站,全民,雲林縣,台西鄉,海口村海豐路398號,(05)6980160,D4316,TRUE,0,1,1,0,0,0,1,1,0,0,1,0,0,0,120.193619,23.708717,06:30-21:30,,,
II6212B35,加盟站,台糖文化,雲林縣,斗六市,大學路三段301號,(05)5370969,D4316,TRUE,0,1,1,0,0,0,1,0,1,0,1,0,0,0,120.525046,23.694520000000000,06:00-22:00,,,
II6212B36,加盟站,宜梧,雲林縣,口湖鄉,梧北村光明路2之7號,(05)7905566,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.19479700000000,23.54926,06:00-21:00,,,
II6212B39,加盟站,大華,雲林縣,虎尾鎮,文科路409號,(05)6360858,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,1,0,0,0,120.442806,23.715868,00:00-24:00,,,
II6212B43,加盟站,立正,嘉義縣,民雄鄉,興中村江厝店68號,(05)2133269,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.42341500000000,23.522418000000000,00:00-24:00,,,
II6212B45,加盟站,世賢路,嘉義市,西區,世賢路三段256號,(05)2839599,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.432166,23.462267000000000,06:30-22:30,,,
II6212B47,加盟站,台林街,嘉義縣,民雄鄉,大崎村14甲17-9號,(05)2131710,D4316,TRUE,0,1,1,1,0,0,1,1,0,0,0,0,0,0,120.464348,23.506287,06:00-21:00,,,
II6212B48,加盟站,台糖龍林,雲林縣,褒忠鄉,潮厝村潮厝46-18號,(05)6974406,D4316,TRUE,0,1,1,0,0,0,1,0,0,0,1,0,0,0,120.327517,23.719909000000000,06:30-21:30,,,
II6212B49,加盟站,台糖新進,台南市,新營區,新進路199號,(06)6371677,D4316,TRUE,0,1,1,1,0,0,1,0,0,0,1,0,0,0,120.31708400000000,23.301881000000000,06:30-22:30,,,
